No.        Matricula    Nombre          Ap. Paterno          Ao. Materno     Sexo       Posicion   Estado   Edad  Num. Cel  
296        302407       AURORA          SOSA                 MENENDEZ        MUJER      Abogado    ZS         46    6461024584   
297        302417       MARTA           HERNANDEZ            HERNANDEZ       MUJER      ConsFin    ZS         30    6461010807   
298        302418       MANUEL          CASILLAS             ROJAS           HOMBRE     EdCont     TC         50    6461025541   
299        302431       NATALIA         PARDO                GUERRERO        MUJER      EspRRHH    PL         29    6461002896   
300        302432       ISABEL          RAMOS                ROSALES         MUJER      AsistAdm   TL         23    6461004637   
301        302451       ENRIQUE         LOPEZ                SOLANO          HOMBRE     MedGen     CC         28    6461011806   
302        302452       CARLOS          LARA                 SALAZAR         HOMBRE     DisUX      QR         33    6461006760   
303        302465       EDUARDO         CABRERA              HIDALGO         HOMBRE     EspLog     MN         44    6461029317   
304        302470       RICARDO         CAMACHO              CERVANTES       HOMBRE     RepVInt    MC         44    6461011519   
305        302476       RAQUEL          MORA                 RAMIREZ         MUJER      GteProj    NL         49    6461023465   
306        302483       ALBERTO         AGUILAR              MALDONADO       HOMBRE     EspERen    SL         50    6461001999   
307        302486       ADRIANA         LEON                 GARZA           MUJER      EspRRHH    NE         29    6461010151   
308        302492       NATALIA         PAREDES              VEGA            MUJER      IngCivil   MN         34    6461019377   
309        302500       EDUARDO         CERVANTES            LOPEZ           HOMBRE     EspLog     ZS         29    6461014209   
310        302508       MERCEDES        ROJAS                BELTRAN         MUJER      AsServ     OC         42    6461030830   
311        302520       PATRICIA        PAREDES              BAUTISTA        MUJER      AnlSist    SP         46    6461018613   
312        302524       NATALIA         PARDO                GARZA           MUJER      IngElec    DG         18    6461000813   
313        302543       MARTA           ESTRELLA             GUZMAN          MUJER      RepVInt    NL         43    6461021084   
314        302546       JUAN            ALVARADO             ROSALES         HOMBRE     AsServ     HG         32    6461009918   
315        302552       ANTONIA         MUNGUIA              LARA            MUJER      Traduct    CL         48    6461024351   
316        302554       DANIEL          HIDALGO              REYES           HOMBRE     EspLog     NE         49    6461027080   
317        302558       ALEJANDRO       MIRANDA              MALDONADO       HOMBRE     AnlSist    TC         29    6461023881   
318        302561       PEDRO           VEGA                 MIRANDA         HOMBRE     Abogado    GR         24    6461017112   
319        302576       FRANCISCO       LOPEZ                REYES           HOMBRE     InvCien    CL         28    6461010304   
320        302577       MARiA           PAREDES              MACIEL          MUJER      AnMktDg    MC         27    6461010717   
321        302589       MANUEL          ESPINOZA             QUINTERO        HOMBRE     AsServ     QR         22    6461019489   
322        302621       CARMEN          MIRANDA              SANDOVAL        MUJER      EspERen    BS         21    6461000030   
323        302633       MANUEL          CASTANEDA            ROSALES         HOMBRE     PsOrg      TL         48    6461006639   
324        302651       RAQUEL          ROSALES              GUERRERO        MUJER      AsServ     SL         24    6461022221   
325        302654       ANA             RAMIREZ              SANDOVAL        MUJER      DisUX      DF         30    6461009362   
326        302670       GUILLERMO       FLORES               IGLESIAS        HOMBRE     AnlDatos   TS         26    6461024069   
327        302671       ADRIANA         MEDINA               MEDINA          MUJER      EspSeg     DF         27    6461015156   
328        302672       BEATRIZ         ESPINOSA             VARGAS          MUJER      DevSoft    AG         50    6461018648   
329        302684       ALBERTO         VALENCIA             ARIAS           HOMBRE     ProfPrim   NE         41    6461026110   
330        302685       PAULA           ROJAS                ARIAS           MUJER      IngElec    SL         28    6461021702   
331        302698       RICARDO         LOPEZ                CALZADA         HOMBRE     TrabSoc    SP         48    6461021171   
332        302731       ELENA           ESCOBAR              FERNANDEZ       MUJER      AnlDatos   TS         49    6461018976   
333        302734       MARTA           BAUTISTA             SOLANO          MUJER      EspSeg     SL         46    6461028934   
334        302759       ROBERTO         MALDONADO            BELTRAN         HOMBRE     ProfPrim   GR         26    6461025774   
335        302766       RICARDO         MORENO               URIBE           HOMBRE     IngElec    BC         21    6461026338   
336        302772       FRANCISCO       RUBIO                CONTRERAS       HOMBRE     AnlDatos   NL         29    6461005251   
337        302779       ERNESTO         CERVANTES            CASTILLO        HOMBRE     RepVInt    YN         24    6461007223   
338        302819       ERNESTO         VARGAS               CRUZ            HOMBRE     Contado    BS         46    6461023795   
339        302827       SUSANA          URIBE                FERNANDEZ       MUJER      DisGraf    TL         36    6461001205   
340        302834       MARIO           SOLANO               CERVANTES       HOMBRE     ChefEje    DG         46    6461017332   
341        302836       DANIEL          CHACON               MUNGUIA         HOMBRE     IngCivil   QR         32    6461006051   
342        302842       BEATRIZ         ROJAS                HERNANDEZ       MUJER      EspSeg     CH         37    6461024282   
343        302843       ALEJANDRO       LOPEZ                NUNEZ           HOMBRE     AnMktDg    DF         44    6461027511   
344        302848       MANUEL          DELGADO              CORDERO         HOMBRE     AsistAdm   BS         22    6461007872   
345        302859       JORGE           LEAL                 ESPINOZA        HOMBRE     Contado    TC         40    6461003321   
346        302863       GLORIA          ESPINOSA             QUINTERO        MUJER      TrabSoc    OC         49    6461029735   
